ID	chrom	loc.start	loc.end	num.mark	seg.mean
GSM525649.txt	1	564434	834130	12	0.0526
GSM525649.txt	1	846707	1557738	115	0.4623
GSM525649.txt	1	1558732	1812795	46	0.2726
GSM525649.txt	1	1820554	3709339	219	0.4367
GSM525649.txt	1	3714057	6029915	138	0.1356
GSM525649.txt	1	6038036	6706795	93	0.3901
GSM525649.txt	1	6713975	6931582	22	0.0463
GSM525649.txt	1	6939176	7181403	27	0.1999
GSM525649.txt	1	7200365	7440047	23	0.0046
GSM525649.txt	1	7447816	7768858	37	0.3282
GSM525649.txt	1	7786558	8446804	63	0.124
GSM525649.txt	1	8453026	8873201	47	-0.0703
GSM525649.txt	1	8883602	10115202	147	0.3033
GSM525649.txt	1	10132651	10662278	63	0.1052
GSM525649.txt	1	10674284	11140963	51	0.3377
GSM525649.txt	1	11147854	11326000	24	0.1012
GSM525649.txt	1	11334253	12302597	103	0.3038
GSM525649.txt	1	12310597	16023389	265	0.0708
GSM525649.txt	1	16030079	16331457	42	0.2707
GSM525649.txt	1	16335828	16518100	28	0.5173
GSM525649.txt	1	16523004	21062614	454	0.1964
GSM525649.txt	1	21076181	21464726	38	-0.5763
GSM525649.txt	1	21478499	22424478	93	-0.2834
GSM525649.txt	1	22437897	25760405	325	0.1677
GSM525649.txt	1	25767617	26235532	50	-0.2724
GSM525649.txt	1	26241533	36573652	1011	0.189
GSM525649.txt	1	36583108	36670481	14	0.4467
GSM525649.txt	1	36679705	41511581	464	0.1491
GSM525649.txt	1	41522112	41817988	23	-0.1243
GSM525649.txt	1	41852140	42339791	53	0.2616
GSM525649.txt	1	42345167	43200689	83	-0.012
GSM525649.txt	1	43208868	47081860	448	0.1789
GSM525649.txt	1	47090878	47630191	50	-0.025
GSM525649.txt	1	47640060	48509011	62	0.186
GSM525649.txt	1	48542140	52998453	412	-0.0415
GSM525649.txt	1	53004717	53407960	48	0.1582
GSM525649.txt	1	53420390	53517090	12	-0.1416
GSM525649.txt	1	53523716	55538381	227	0.1644
GSM525649.txt	1	55546423	62613952	572	-0.0694
GSM525649.txt	1	62623058	62785259	22	0.1828
GSM525649.txt	1	62797337	63636773	58	-0.0995
GSM525649.txt	1	63645903	63836499	20	0.0937
GSM525649.txt	1	63845284	70821747	591	-0.0842
GSM525649.txt	1	70832015	70909758	11	0.2468
GSM525649.txt	1	70917152	92355164	1528	-0.1276
GSM525649.txt	1	92365249	92446343	7	0.3376
GSM525649.txt	1	92453899	109203127	1099	-0.1068
GSM525649.txt	1	109209748	109385075	23	-0.6458
GSM525649.txt	1	109394923	109779667	43	-0.4507
GSM525649.txt	1	109784429	109826614	8	-0.0902
