ID	chrom	loc.start	loc.end	num.mark	seg.mean
GSM525779.txt	1	564434	95262970	8510	-0.0258
GSM525779.txt	1	95274846	118045477	1700	-0.4222
GSM525779.txt	1	118058856	119923342	123	-0.9585
GSM525779.txt	1	119929262	143532200	86	-0.3576
GSM525779.txt	1	143646676	143721555	5	0.2909
GSM525779.txt	1	144009936	152552848	624	-0.0273
GSM525779.txt	1	152556475	152586257	6	1.6485
GSM525779.txt	1	152590475	152755584	29	0.0166
GSM525779.txt	1	152759632	152769840	4	0.7163
GSM525779.txt	1	152773868	226102657	6312	-0.0226
GSM525779.txt	1	226110258	249224120	2089	-0.4301
GSM525779.txt	2	30370	74795000	6046	-0.0282
GSM525779.txt	2	74802413	81665972	489	0.2928
GSM525779.txt	2	81692576	84499149	89	-0.0614
GSM525779.txt	2	84512963	96340758	523	0.2764
GSM525779.txt	2	96367426	97272767	79	0.0124
GSM525779.txt	2	97285302	97400260	12	0.3323
GSM525779.txt	2	97413215	135910555	2715	-0.0193
GSM525779.txt	2	135920688	147081788	823	-0.4414
GSM525779.txt	2	147119210	147492358	15	-0.0475
GSM525779.txt	2	147531947	158271857	652	-0.4302
GSM525779.txt	2	158277560	161561855	312	-0.0213
GSM525779.txt	2	161610479	186633312	2080	-0.4286
GSM525779.txt	2	186638811	190811957	295	-0.0148
GSM525779.txt	2	190853293	191054470	19	0.2957
GSM525779.txt	2	191064605	201588381	725	-0.0207
GSM525779.txt	2	201623379	202000771	53	0.2636
GSM525779.txt	2	202006411	202225064	30	-0.0171
GSM525779.txt	2	202242408	207639033	515	0.2906
GSM525779.txt	2	207648893	243068369	3211	-0.0282
GSM525779.txt	3	64095	44925901	3725	0.2914
GSM525779.txt	3	44938198	78378132	3058	-0.4181
GSM525779.txt	3	78406387	108872072	1819	0.2868
GSM525779.txt	3	108914772	112711414	266	-0.4373
GSM525779.txt	3	112718331	159355772	3952	0.2985
GSM525779.txt	3	159365446	162396508	232	0.0049
GSM525779.txt	3	162429544	162504792	7	0.4026
GSM525779.txt	3	162514563	162619111	10	0.7747
GSM525779.txt	3	162630208	176827089	1053	0.2871
GSM525779.txt	3	176835954	177841678	48	-0.0662
GSM525779.txt	3	177889842	197895198	1838	0.2879
GSM525779.txt	4	51439	120561697	8731	-0.0277
GSM525779.txt	4	120593154	132573437	692	-1.0068
GSM525779.txt	4	132625853	132865229	10	-0.3395
GSM525779.txt	4	132906437	135023253	92	-1.0195
GSM525779.txt	4	135068822	173422554	2718	-0.0279
GSM525779.txt	4	173429526	173429526	3	2.5666
GSM525779.txt	4	173440159	177656159	329	-0.0265
GSM525779.txt	4	177663982	181182593	145	-0.4117
GSM525779.txt	4	181224571	190936864	785	-0.0207
GSM525779.txt	5	22178	15995420	1222	0.2485
GSM525779.txt	5	16022872	16792070	71	-0.0733
GSM525779.txt	5	16798498	32097408	812	0.2654
GSM525779.txt	5	32110763	32167608	9	1.1692
GSM525779.txt	5	32173320	37568650	478	0.2802
GSM525779.txt	5	37576743	39694762	175	-0.0245
GSM525779.txt	5	39717044	49559949	456	0.2386
GSM525779.txt	5	49584217	57467416	542	-0.0166
GSM525779.txt	5	57504100	57532393	2	-1.4192
GSM525779.txt	5	57554580	180712233	9588	-0.0255
GSM525779.txt	6	152663	6423418	636	-0.0634
GSM525779.txt	6	6433695	10407033	278	-0.4252
GSM525779.txt	6	10411237	32450721	2070	-0.0217
GSM525779.txt	6	32459433	32552133	9	0.638
GSM525779.txt	6	32565034	171025492	10422	-0.0261
GSM525779.txt	7	45159	65587	3	0.7838
GSM525779.txt	7	83354	110623548	8932	0.28
GSM525779.txt	7	110633619	113125308	233	-0.0211
GSM525779.txt	7	113183964	118553213	383	0.7839
GSM525779.txt	7	118603313	119959664	54	0.3081
GSM525779.txt	7	119973022	120241951	33	-0.085
GSM525779.txt	7	120249333	121937193	143	0.3182
GSM525779.txt	7	121943363	123214135	129	0.5879
GSM525779.txt	7	123223449	123752563	50	0.7997
GSM525779.txt	7	123767566	124651505	62	0.5415
GSM525779.txt	7	124660466	124745268	12	0.3231
GSM525779.txt	7	124751001	125610083	43	-0.0877
GSM525779.txt	7	125669522	127220723	121	0.3003
GSM525779.txt	7	127224656	130653429	399	0.665
GSM525779.txt	7	130669180	131577006	68	0.3126
GSM525779.txt	7	131592175	136426356	432	-0.0155
GSM525779.txt	7	136470829	137124452	70	0.3011
GSM525779.txt	7	137140900	138963612	184	0.9855
GSM525779.txt	7	138971864	140550001	178	1.2916
GSM525779.txt	7	140555143	159118536	1803	-0.042
GSM525779.txt	8	73831	100841	2	0.4666
GSM525779.txt	8	176474	21931502	1696	-0.0489
GSM525779.txt	8	21935294	23032413	161	-0.4415
GSM525779.txt	8	23049172	37517632	1141	-0.0377
GSM525779.txt	8	37536985	39222396	200	1.3174
GSM525779.txt	8	39237467	39386128	20	-0.2303
GSM525779.txt	8	39392504	42852749	310	1.3381
GSM525779.txt	8	42858637	43333608	43	1.1005
GSM525779.txt	8	43359115	43527935	3	0.765
GSM525779.txt	8	46942985	50909330	220	0.2736
GSM525779.txt	8	50916176	51093791	23	0.0235
GSM525779.txt	8	51103111	85431654	2456	0.3132
GSM525779.txt	8	85441650	146294069	4787	0.6029
GSM525779.txt	9	163160	30992462	2324	-0.0279
GSM525779.txt	9	31023128	38741407	769	0.5578
GSM525779.txt	9	38768261	70921830	66	0.2627
GSM525779.txt	9	70984510	85816482	1086	-0.4214
GSM525779.txt	9	85846365	91877609	472	-0.0241
GSM525779.txt	9	91902579	93091463	79	0.1877
GSM525779.txt	9	93103457	94729889	130	-0.0443
GSM525779.txt	9	94747069	95898575	131	0.2351
GSM525779.txt	9	95908758	97237227	121	-0.0405
GSM525779.txt	9	97245908	99114336	172	0.2903
GSM525779.txt	9	99121640	100258263	103	-0.0167
GSM525779.txt	9	100267037	114432883	1162	0.2783
GSM525779.txt	9	114438012	127111936	1170	-0.4162
GSM525779.txt	9	127124069	141122084	1703	0.2509
GSM525779.txt	10	125565	12972391	1097	-0.4464
GSM525779.txt	10	12980848	13057230	7	-0.1101
GSM525779.txt	10	13063627	13224911	16	-0.3855
GSM525779.txt	10	13233346	27858826	1261	-0.024
GSM525779.txt	10	27875045	27912286	4	-0.612
GSM525779.txt	10	27934555	42651628	819	-0.0258
GSM525779.txt	10	42737569	45482516	186	0.2955
GSM525779.txt	10	45486386	49765960	182	-0.3846
GSM525779.txt	10	49776036	49875403	13	0.2921
GSM525779.txt	10	49890966	50016196	16	-0.4176
GSM525779.txt	10	50022224	50139746	14	0.018
GSM525779.txt	10	50147716	59364900	644	-0.4096
GSM525779.txt	10	59414673	76130288	1508	-0.0098
GSM525779.txt	10	76142660	76554658	39	0.3614
GSM525779.txt	10	76568592	76678126	14	0.0736
GSM525779.txt	10	76686808	77031352	47	0.3292
GSM525779.txt	10	77055827	77585494	41	-0.087
GSM525779.txt	10	77597144	87430032	726	0.3059
GSM525779.txt	10	87438758	88246361	92	0.5454
GSM525779.txt	10	88253044	89676711	127	0.2704
GSM525779.txt	10	89690025	90517389	70	-1.9103
GSM525779.txt	10	90536735	94301169	348	-0.9827
GSM525779.txt	10	94308219	94793512	51	-0.4185
GSM525779.txt	10	94804016	96987314	225	-0.9802
GSM525779.txt	10	96997336	124189919	2550	-0.4142
GSM525779.txt	10	124199595	135039719	961	-1.0258
GSM525779.txt	10	135045057	135089480	11	-0.5859
GSM525779.txt	10	135093185	135506703	57	-1.0391
GSM525779.txt	11	192393	9645470	1174	0.2656
GSM525779.txt	11	9663281	18886454	835	-0.4251
GSM525779.txt	11	18926259	19037901	7	0.2465
GSM525779.txt	11	19052636	19541775	42	-0.459
GSM525779.txt	11	19559268	82658907	5129	0.2836
GSM525779.txt	11	82672160	82867167	19	-0.4501
GSM525779.txt	11	82872445	83544873	69	0.3419
GSM525779.txt	11	83556544	84063843	53	-0.4339
GSM525779.txt	11	84070912	134927084	4210	0.2844
GSM525779.txt	12	163617	7187588	780	0.2773
GSM525779.txt	12	7188643	7241498	2	-0.8433
GSM525779.txt	12	7244068	8165480	95	0.2766
GSM525779.txt	12	8171188	8171188	3	-0.5533
GSM525779.txt	12	8177080	9561557	138	0.2521
GSM525779.txt	12	9637352	9662911	2	-5.8078
GSM525779.txt	12	9693918	9721828	2	-0.8149
GSM525779.txt	12	9735498	28718359	1668	0.3033
GSM525779.txt	12	28743324	33713187	361	-0.0081
GSM525779.txt	12	33739825	48057302	742	-0.442
GSM525779.txt	12	48062712	48091410	4	-1.1241
GSM525779.txt	12	48096574	133819062	7455	-0.0263
GSM525779.txt	13	19167982	31810637	1244	-0.0259
GSM525779.txt	13	31822109	34518850	275	-0.4157
GSM525779.txt	13	34528585	41341101	619	-0.9904
GSM525779.txt	13	41345289	41472952	13	-0.5859
GSM525779.txt	13	41478731	41992266	64	-1.0306
GSM525779.txt	13	42009195	42029822	3	-0.0224
GSM525779.txt	13	42034215	57752401	1369	-0.982
GSM525779.txt	13	57760507	57775211	3	-2.5629
GSM525779.txt	13	57793383	59129557	63	-0.9945
GSM525779.txt	13	59158052	59342012	8	-0.3803
GSM525779.txt	13	59367495	59709293	12	-1.01
GSM525779.txt	13	59729164	62509412	170	-0.4267
GSM525779.txt	13	62535009	64248894	66	-1.0157
GSM525779.txt	13	64264794	64344354	6	-3.2075
GSM525779.txt	13	64382417	65575256	51	-1.0008
GSM525779.txt	13	65615496	65651892	2	-1.9338
GSM525779.txt	13	65674545	70070039	256	-1.0118
GSM525779.txt	13	70103714	92957384	1388	-0.419
GSM525779.txt	13	92966269	93046418	11	0.1668
GSM525779.txt	13	93054480	115105782	2099	-0.4399
GSM525779.txt	14	19079502	20420819	39	-0.5322
GSM525779.txt	14	20427212	22669472	353	-0.0156
GSM525779.txt	14	22678318	22982988	37	0.3383
GSM525779.txt	14	22996331	92562476	6233	-0.0269
GSM525779.txt	14	92570316	106523173	1511	-0.4319
GSM525779.txt	14	106531740	106552054	3	-4.1222
GSM525779.txt	14	106559073	107278740	80	-0.4333
GSM525779.txt	15	20102570	22358781	73	0.3458
GSM525779.txt	15	22364109	22409532	7	-0.1652
GSM525779.txt	15	22425922	24325828	115	0.2205
