ID	chrom	loc.start	loc.end	num.mark	seg.mean
GSM525782.txt	1	564434	649747	3	0.6142
GSM525782.txt	1	746649	8927998	845	0.0973
GSM525782.txt	1	8933450	12291573	381	-0.2055
GSM525782.txt	1	12302597	12589215	29	0.254
GSM525782.txt	1	12599032	55085224	4120	-0.1284
GSM525782.txt	1	55092319	96988129	3239	0.2684
GSM525782.txt	1	97019991	101343162	333	-0.0223
GSM525782.txt	1	101346873	120398631	1435	-0.4509
GSM525782.txt	1	120409756	143532200	34	-0.0574
GSM525782.txt	1	143646676	148867580	240	0.4573
GSM525782.txt	1	148936682	149232451	11	-0.265
GSM525782.txt	1	149660689	152552848	378	0.3812
GSM525782.txt	1	152556475	152581914	5	-0.9821
GSM525782.txt	1	152586257	152760756	32	0.4775
GSM525782.txt	1	152766593	152769840	2	-5.3956
GSM525782.txt	1	152773868	158507267	750	0.3861
GSM525782.txt	1	158517870	158627223	17	0.8584
GSM525782.txt	1	158639555	175958737	1651	0.4975
GSM525782.txt	1	175978472	175978472	3	-1.5763
GSM525782.txt	1	175986425	249224120	5980	0.4686
GSM525782.txt	2	30370	39934105	3125	-0.0984
GSM525782.txt	2	39944751	76211503	3036	-0.4656
GSM525782.txt	2	76241418	78943648	149	-0.0104
GSM525782.txt	2	78970793	79204811	9	-0.9418
GSM525782.txt	2	79222579	95542712	755	-0.0625
GSM525782.txt	2	95548819	95820609	30	-0.6928
GSM525782.txt	2	95827382	96317741	42	0.1635
GSM525782.txt	2	96340758	125611197	2131	-0.4749
GSM525782.txt	2	125622929	128843330	203	-0.0869
GSM525782.txt	2	128855163	192948085	4831	-0.4306
GSM525782.txt	2	192960875	194170651	46	0.5608
GSM525782.txt	2	194205946	199658682	379	-0.0423
GSM525782.txt	2	199710951	204000765	408	-0.5168
GSM525782.txt	2	204009295	206734671	245	-0.9936
GSM525782.txt	2	206770645	243068369	3294	-0.4833
GSM525782.txt	3	64095	14266478	1277	0.2322
GSM525782.txt	3	14275803	15410299	118	-1.0475
GSM525782.txt	3	15431580	55703204	3589	0.2218
GSM525782.txt	3	55711266	55745159	4	1.0114
GSM525782.txt	3	55752241	71014060	1323	0.2629
GSM525782.txt	3	71023260	71564355	61	-1.8485
GSM525782.txt	3	71573858	73547653	139	-1.0406
GSM525782.txt	3	73558897	105294148	1804	0.2895
GSM525782.txt	3	105294178	105294208	4	1.3462
GSM525782.txt	3	105304348	127332472	1882	0.2495
GSM525782.txt	3	127338986	127338986	3	0.9123
GSM525782.txt	3	127351268	162483367	2853	0.2573
GSM525782.txt	3	162494669	162619111	12	1.2284
GSM525782.txt	3	162630208	195456513	2668	0.245
GSM525782.txt	3	195457736	195472825	4	0.9357
GSM525782.txt	3	195482602	196876925	158	0.0639
GSM525782.txt	3	196885888	197003638	16	0.493
GSM525782.txt	3	197009674	197895198	93	0.1115
GSM525782.txt	4	51439	42097697	3018	-0.0945
GSM525782.txt	4	42107098	42121276	5	-0.881
GSM525782.txt	4	42127572	69386997	1537	-0.0468
GSM525782.txt	4	69392574	69462408	7	1.2574
GSM525782.txt	4	69471109	70096415	50	0.0289
GSM525782.txt	4	70125130	70346150	18	-0.6038
