ID	chrom	loc.start	loc.end	num.mark	seg.mean
GSM525783.txt	1	564434	8049560	768	0.026
GSM525783.txt	1	8063558	12059259	433	-0.6971
GSM525783.txt	1	12066166	143532200	9218	-0.0533
GSM525783.txt	1	143646676	169216672	2472	0.4533
GSM525783.txt	1	169227173	169241287	2	-3.5113
GSM525783.txt	1	169256545	249224120	6595	0.5909
GSM525783.txt	2	30370	116262551	8678	-0.0804
GSM525783.txt	2	116274206	141625376	1696	-0.793
GSM525783.txt	2	141640565	242846525	8272	-0.0991
GSM525783.txt	2	242852595	243068369	37	-0.6174
GSM525783.txt	3	64095	197895198	16008	-0.0797
GSM525783.txt	4	51439	173422554	12243	-0.1102
GSM525783.txt	4	173429526	173429526	3	2.7805
GSM525783.txt	4	173440159	190936864	1259	-0.0721
GSM525783.txt	5	22178	180712233	13355	-0.0922
GSM525783.txt	6	152663	32478182	2986	-0.0778
GSM525783.txt	6	32487450	32521899	4	-2.9859
GSM525783.txt	6	32526087	84942282	3989	-0.094
GSM525783.txt	6	84956110	113993948	1899	-0.8188
GSM525783.txt	6	114012168	138595296	1905	-0.1081
GSM525783.txt	6	138604504	138929792	35	-0.5526
GSM525783.txt	6	138964101	161658595	1795	-0.0882
GSM525783.txt	6	161672003	162761468	115	-0.8144
GSM525783.txt	6	162777222	171025492	687	-0.1063
GSM525783.txt	7	45159	143807757	11888	1.0195
GSM525783.txt	7	143810923	144100175	18	1.6844
GSM525783.txt	7	144106837	159118536	1426	1.0161
GSM525783.txt	8	73831	2921678	267	-0.1069
GSM525783.txt	8	2930666	3443509	60	-0.4858
GSM525783.txt	8	3458291	39237467	2874	-0.0788
GSM525783.txt	8	39243922	39416527	21	-0.6334
GSM525783.txt	8	39432912	43527935	354	-0.0548
GSM525783.txt	8	46942985	56460389	639	0.3653
GSM525783.txt	8	56470773	56519630	3	-0.9218
GSM525783.txt	8	56574970	81693232	1823	0.3677
GSM525783.txt	8	81701203	86856249	342	-0.1235
GSM525783.txt	8	86868358	146294069	4679	0.729
GSM525783.txt	9	163160	141122084	9488	-0.075
GSM525783.txt	10	125565	46951261	3462	-0.0914
GSM525783.txt	10	46964994	47691255	36	0.4402
GSM525783.txt	10	47702557	81641023	2743	-0.0832
GSM525783.txt	10	81648307	81660303	3	-1.1305
GSM525783.txt	10	81671324	85063585	264	-0.1083
GSM525783.txt	10	85094415	89555861	333	-0.8017
GSM525783.txt	10	89564502	89690025	13	-1.4889
GSM525783.txt	10	89698282	91192321	143	-0.7827
GSM525783.txt	10	91198401	91979722	68	-0.055
GSM525783.txt	10	92004178	93490389	118	-0.796
GSM525783.txt	10	93509138	135506703	3943	-0.0658
GSM525783.txt	11	192393	85315808	7445	-0.0552
GSM525783.txt	11	85328699	88911626	291	-0.7517
GSM525783.txt	11	88918551	134927084	3802	-0.0774
GSM525783.txt	12	163617	133819062	11252	-0.0748
GSM525783.txt	13	19167982	29209372	993	0.3636
GSM525783.txt	13	29219847	53380149	2403	-0.8055
GSM525783.txt	13	53382713	55562886	106	-0.0863
GSM525783.txt	13	55589933	56700845	42	-0.8134
GSM525783.txt	13	56721343	115105782	4178	-0.1266
GSM525783.txt	14	19079502	20146552	9	0.2702
GSM525783.txt	14	20198965	20383366	22	-0.5097
GSM525783.txt	14	20386465	106067770	8092	-0.0695
GSM525783.txt	14	106072684	106243231	16	0.689
GSM525783.txt	14	106251175	106774642	61	-0.0878
GSM525783.txt	14	106786177	106827657	5	-1.1698
GSM525783.txt	14	106836175	107278740	51	-0.1614
GSM525783.txt	15	20102570	20181150	5	0.1097
GSM525783.txt	15	20194065	22578600	88	-0.8266
GSM525783.txt	15	22669081	102465325	8019	-0.0573
GSM525783.txt	16	88111	49159587	3325	-0.0069
GSM525783.txt	16	49203791	70839630	1737	-0.7304
GSM525783.txt	16	70852021	71196447	38	0.2384
GSM525783.txt	16	71205701	72563517	141	-0.7825
GSM525783.txt	16	72577034	72999120	34	-2.2533
GSM525783.txt	16	73012178	87421557	1279	-0.7527
GSM525783.txt	16	87427516	90163091	327	-0.071
GSM525783.txt	17	29195	44165755	4295	-0.0183
GSM525783.txt	17	44171917	44806209	23	-0.5458
GSM525783.txt	17	44811697	54701617	837	-0.0428
GSM525783.txt	17	54726066	57886139	328	-0.4206
GSM525783.txt	17	57895115	66197887	794	-0.0514
GSM525783.txt	17	66208061	66227562	3	-1.3679
GSM525783.txt	17	66234973	81124204	1481	0.0056
GSM525783.txt	18	14345	24747225	1863	-0.1036
GSM525783.txt	18	24756729	24756729	3	1.565
GSM525783.txt	18	24762687	78010002	3950	-0.1058
GSM525783.txt	19	113447	52989708	5266	0.0054
GSM525783.txt	19	53002543	53002543	3	1.3085
GSM525783.txt	19	53010108	59092542	773	-0.0238
GSM525783.txt	20	60769	60681381	5063	-0.0567
GSM525783.txt	20	60688127	60688127	3	1.5695
GSM525783.txt	20	60696513	62908644	319	0.0013
GSM525783.txt	21	9501577	14420644	31	0.2365
GSM525783.txt	21	14458133	48090287	3382	-0.0879
GSM525783.txt	22	16124247	24341397	825	0.0108
GSM525783.txt	22	24347988	24401218	11	0.8645
GSM525783.txt	22	24407019	44623178	2512	0.0073
GSM525783.txt	22	44631582	44639687	2	-1.6411
GSM525783.txt	22	44644872	51218979	759	-0.0375
GSM525783.txt	23	1314919	3205535	67	0.0122
GSM525783.txt	23	3216257	3234070	3	-2.3544
GSM525783.txt	23	3248206	154929249	11018	-0.0985
GSM525783.txt	24	1264919	59031450	1306	-0.1158
