ID	chrom	loc.start	loc.end	num.mark	seg.mean
GSM525784.txt	1	564434	25585345	2459	-0.323
GSM525784.txt	1	25609478	25616365	2	-1.6719
GSM525784.txt	1	25633184	72761297	4407	-0.3796
GSM525784.txt	1	72777689	72795450	2	1.2346
GSM525784.txt	1	72830038	110216004	2607	-0.4571
GSM525784.txt	1	110221774	110256380	4	0.5712
GSM525784.txt	1	110260845	121350900	937	-0.3976
GSM525784.txt	1	143532200	169216672	2473	0.0219
GSM525784.txt	1	169227173	169241287	2	-3.9716
GSM525784.txt	1	169256545	196711624	2074	-0.0386
GSM525784.txt	1	196738926	196795430	7	-2.8915
GSM525784.txt	1	196801170	249224120	4514	-0.0159
GSM525784.txt	2	30370	149868187	10908	-0.0218
GSM525784.txt	2	149878769	152273086	153	-0.4808
GSM525784.txt	2	152279590	194891668	3314	-0.0531
GSM525784.txt	2	194917914	194977025	3	-1.6926
GSM525784.txt	2	195008198	228237785	2867	-0.0341
GSM525784.txt	2	228243913	228265050	4	0.7737
GSM525784.txt	2	228282477	243068369	1434	0.0229
GSM525784.txt	3	64095	12629092	1137	-0.4273
GSM525784.txt	3	12641601	12799895	18	0.4828
GSM525784.txt	3	12808773	35022920	1656	-0.4333
GSM525784.txt	3	35038338	56811661	2288	0.3225
GSM525784.txt	3	56817947	71518757	1267	-0.0343
GSM525784.txt	3	71524518	74471842	204	-0.445
GSM525784.txt	3	74481073	195358299	9160	0.2652
GSM525784.txt	3	195419197	195456513	7	-0.6054
GSM525784.txt	3	195457736	197895198	271	0.2866
GSM525784.txt	4	51439	173422554	12243	-0.4569
GSM525784.txt	4	173429526	173429526	3	-1.6703
GSM525784.txt	4	173440159	186419463	870	-0.4341
GSM525784.txt	4	186429437	186435920	5	0.2694
GSM525784.txt	4	186444586	190512398	354	-0.4361
GSM525784.txt	4	190543274	190662558	9	0.2201
GSM525784.txt	4	190670900	190936864	21	-0.3278
GSM525784.txt	5	22178	666914	72	-0.0086
GSM525784.txt	5	672971	841978	16	0.453
GSM525784.txt	5	852491	29130650	1851	-0.0761
GSM525784.txt	5	29152765	29177707	2	0.7923
GSM525784.txt	5	29195951	58676438	1932	-0.0435
GSM525784.txt	5	58686495	59562736	85	-0.493
GSM525784.txt	5	59587141	180712233	9397	-0.0344
GSM525784.txt	6	152663	32450721	2984	0.2903
GSM525784.txt	6	32459433	32521899	6	1.9266
GSM525784.txt	6	32526087	78926586	3583	0.2691
GSM525784.txt	6	78979201	79023298	3	-0.6758
GSM525784.txt	6	79045288	171025492	6839	0.2631
GSM525784.txt	7	45159	85783826	6620	0.2741
GSM525784.txt	7	85825039	86394528	34	-0.5191
GSM525784.txt	7	86403560	99176119	1183	-0.0409
GSM525784.txt	7	99190846	99190889	2	-0.9396
GSM525784.txt	7	99197222	101174737	291	0.0917
GSM525784.txt	7	101179876	101915444	71	-0.8889
GSM525784.txt	7	101931834	102114118	27	0.1473
GSM525784.txt	7	102332856	105132020	275	-0.9731
GSM525784.txt	7	105142993	111990990	584	-0.0353
GSM525784.txt	7	112012551	123885895	881	-0.4722
GSM525784.txt	7	123911845	124469347	36	0.2676
GSM525784.txt	7	124477073	128137318	310	-0.4644
GSM525784.txt	7	128142583	128148725	2	0.5204
GSM525784.txt	7	128160435	128434947	29	-0.3532
GSM525784.txt	7	128441292	140571431	1187	0.3095
GSM525784.txt	7	140584083	141761573	142	-0.4344
