ID	chrom	loc.start	loc.end	num.mark	seg.mean
GSM525804.txt	1	564434	867572	17	-0.3971
GSM525804.txt	1	872677	910037	9	0.2748
GSM525804.txt	1	913656	4239168	401	0.8308
GSM525804.txt	1	4263528	5630842	78	0.6524
GSM525804.txt	1	5643505	6891352	137	0.842
GSM525804.txt	1	6905746	6921463	2	0.3338
GSM525804.txt	1	6931582	17091707	973	0.119
GSM525804.txt	1	17209559	17317342	15	-0.133
GSM525804.txt	1	17325090	48322440	3094	0.1242
GSM525804.txt	1	48339049	50572021	188	-0.0584
GSM525804.txt	1	50584488	51073171	41	-1.4234
GSM525804.txt	1	51090531	51345299	28	-0.0362
GSM525804.txt	1	51362960	51368943	4	-0.6289
GSM525804.txt	1	51380271	61601562	919	0.0334
GSM525804.txt	1	61607141	61632895	5	0.4407
GSM525804.txt	1	61641319	94095307	2496	-0.0291
GSM525804.txt	1	94107871	94340573	24	0.236
GSM525804.txt	1	94342563	109186400	906	-0.0515
GSM525804.txt	1	109192993	110216004	140	0.1021
GSM525804.txt	1	110221774	110239934	3	0.6524
GSM525804.txt	1	110256380	143532200	939	0.0217
GSM525804.txt	1	143646676	148936682	241	0.4409
GSM525804.txt	1	148946699	149699390	13	-0.0694
GSM525804.txt	1	149712024	151784588	283	0.5001
GSM525804.txt	1	151788145	151796882	5	0.8565
GSM525804.txt	1	151808593	152552848	87	0.4173
GSM525804.txt	1	152556475	152581914	5	-1.2934
GSM525804.txt	1	152586257	161479421	1167	0.4367
GSM525804.txt	1	161483014	161633627	20	0.9518
GSM525804.txt	1	161640913	169801605	718	0.3676
GSM525804.txt	1	169812857	170231604	34	-0.6869
GSM525804.txt	1	170258795	170561741	20	0.8592
GSM525804.txt	1	170575850	170796108	22	-0.7225
GSM525804.txt	1	170830464	171398910	50	0.9045
GSM525804.txt	1	171424565	171688725	27	1.4127
GSM525804.txt	1	171697688	171748233	7	1.9737
GSM525804.txt	1	171754858	172116191	45	1.3504
GSM525804.txt	1	172119317	172348267	28	0.9699
GSM525804.txt	1	172356265	172519366	20	1.4248
GSM525804.txt	1	172526813	173819463	101	1.7282
GSM525804.txt	1	173826654	189957304	1304	-0.6257
GSM525804.txt	1	190005363	190319523	33	0.7969
GSM525804.txt	1	190329247	190459661	15	0.2212
GSM525804.txt	1	190484852	190836343	19	0.8739
GSM525804.txt	1	190866829	190990983	4	0.2675
GSM525804.txt	1	191034509	199644260	517	-0.6953
GSM525804.txt	1	199760715	200318261	35	1.5581
GSM525804.txt	1	200330001	200817835	46	1.0728
GSM525804.txt	1	200827173	201448326	80	1.8315
GSM525804.txt	1	201453124	202710846	136	-0.5158
GSM525804.txt	1	202718140	204298264	186	0.4942
GSM525804.txt	1	204305038	205096069	82	1.0701
GSM525804.txt	1	205111640	205921807	105	0.5124
GSM525804.txt	1	206189867	206222147	4	1.0755
GSM525804.txt	1	206233656	206571289	20	0.4822
GSM525804.txt	1	206583728	207933873	160	1.016
GSM525804.txt	1	207940445	212002460	342	0.3813
GSM525804.txt	1	212021639	212891803	80	0.9856
GSM525804.txt	1	212900840	213251112	44	0.4213
GSM525804.txt	1	213267361	214209222	62	0.9297
GSM525804.txt	1	214224425	214920878	60	0.4555
GSM525804.txt	1	214975947	217781535	224	0.8742
GSM525804.txt	1	217793222	217947685	19	0.2998
GSM525804.txt	1	217954550	220232200	132	0.9581
