ID	chrom	loc.start	loc.end	num.mark	seg.mean
GSM525796.txt	1	564434	17091707	1617	0.1794
GSM525796.txt	1	17209559	17257968	8	1.0519
GSM525796.txt	1	17276034	72761297	5243	0.1591
GSM525796.txt	1	72777689	72795450	2	-2.5787
GSM525796.txt	1	72830038	152552848	4178	0.0796
GSM525796.txt	1	152556475	152581914	5	-1.296
GSM525796.txt	1	152586257	152760756	32	0.1024
GSM525796.txt	1	152766593	152769840	2	-5.4097
GSM525796.txt	1	152773868	169216672	1804	0.1331
GSM525796.txt	1	169227173	169241287	2	-1.0672
GSM525796.txt	1	169256545	248688631	6550	0.0975
GSM525796.txt	1	248727928	248795435	11	-1.1963
GSM525796.txt	1	248808398	249224120	34	0.0227
GSM525796.txt	2	30370	65315355	5128	-0.4363
GSM525796.txt	2	65324636	69958907	387	-1.2992
GSM525796.txt	2	69969736	90258290	1529	-0.4346
GSM525796.txt	2	90397744	95548819	31	-0.066
GSM525796.txt	2	95556567	101180166	533	-0.395
GSM525796.txt	2	101185370	101192823	3	0.3608
GSM525796.txt	2	101197919	243068369	11072	-0.4567
GSM525796.txt	3	64095	49779284	4293	0.4932
GSM525796.txt	3	49785106	72013270	2116	0.1273
GSM525796.txt	3	72049622	72830015	43	-1.2772
GSM525796.txt	3	72836105	105284693	1862	0.0199
GSM525796.txt	3	105294148	105294208	5	0.9397
GSM525796.txt	3	105304348	115805979	858	0.0704
GSM525796.txt	3	115813341	116085309	30	-0.5014
GSM525796.txt	3	116098744	197803791	6796	0.0955
GSM525796.txt	3	197815845	197895198	5	0.5543
GSM525796.txt	4	51439	8920184	959	-0.3833
GSM525796.txt	4	9370800	9801357	17	0.0033
GSM525796.txt	4	9807367	13658370	211	-0.4905
GSM525796.txt	4	13681484	13889073	16	-1.4701
GSM525796.txt	4	13908787	69223104	3355	-0.5053
GSM525796.txt	4	69375169	69483247	11	-2.992
GSM525796.txt	4	69608712	173422554	7674	-0.4946
