ID	chrom	loc.start	loc.end	num.mark	seg.mean
GSM525795.txt	1	564434	17091707	1617	0.1757
GSM525795.txt	1	17209559	17251994	7	1.0194
GSM525795.txt	1	17257968	72761297	5244	0.1566
GSM525795.txt	1	72777689	72795450	2	-4.3327
GSM525795.txt	1	72830038	152760756	4215	0.0737
GSM525795.txt	1	152766593	152769840	2	-4.5562
GSM525795.txt	1	152773868	154237394	208	0.1399
GSM525795.txt	1	154244994	154244994	3	0.9791
GSM525795.txt	1	154248074	248688631	8145	0.1027
GSM525795.txt	1	248727928	248795435	11	-1.1745
GSM525795.txt	1	248808398	249224120	34	0.0154
GSM525795.txt	2	30370	65315355	5128	-0.4342
GSM525795.txt	2	65324636	69958907	387	-1.2815
GSM525795.txt	2	69969736	101180166	2093	-0.4118
GSM525795.txt	2	101185370	101197919	4	0.3786
GSM525795.txt	2	101206368	108023014	445	-0.4598
GSM525795.txt	2	108048783	108441553	19	-0.0169
GSM525795.txt	2	108540607	243068369	10607	-0.4546
GSM525795.txt	3	64095	49758939	4288	0.4805
GSM525795.txt	3	49760086	72013270	2121	0.1215
GSM525795.txt	3	72049622	72830015	43	-1.3042
GSM525795.txt	3	72836105	105294148	1863	0.0136
GSM525795.txt	3	105294178	105294208	4	1.0677
GSM525795.txt	3	105304348	115805979	858	0.0623
GSM525795.txt	3	115813341	116085309	30	-0.4968
GSM525795.txt	3	116098744	197803791	6796	0.0897
GSM525795.txt	3	197815845	197895198	5	0.5146
GSM525795.txt	4	51439	13681484	1188	-0.3955
GSM525795.txt	4	13710092	13878867	14	-1.5582
GSM525795.txt	4	13889073	69223104	3356	-0.5006
GSM525795.txt	4	69375169	69483247	11	-3.2485
GSM525795.txt	4	69608712	173422554	7674	-0.4923
GSM525795.txt	4	173429526	173429526	3	2.1074
GSM525795.txt	4	173440159	190936864	1259	-0.4582
GSM525795.txt	5	22178	30241918	1979	0.0264
GSM525795.txt	5	30283987	30875089	19	-0.6293
GSM525795.txt	5	30902671	117657039	5994	0.0585
GSM525795.txt	5	117682008	117809311	11	-0.4675
GSM525795.txt	5	117823171	140216327	1912	0.1061
GSM525795.txt	5	140223285	140236369	4	-4.662
GSM525795.txt	5	140241680	176613608	2974	0.1023
GSM525795.txt	5	176618895	176631307	2	1.4958
GSM525795.txt	5	176637936	180712233	460	0.1151
GSM525795.txt	6	152663	293466	11	0.2659
GSM525795.txt	6	307968	396415	10	-0.1749
GSM525795.txt	6	402045	6770392	646	0.4622
GSM525795.txt	6	6792416	7199070	22	-0.3856
GSM525795.txt	6	7206018	32411986	2294	0.5029
GSM525795.txt	6	32450721	32521899	7	-1.3153
GSM525795.txt	6	32526087	78926586	3583	0.4654
GSM525795.txt	6	78979201	79023298	3	-4.6131
GSM525795.txt	6	79045288	84903345	399	0.4291
GSM525795.txt	6	84910613	86465395	82	-0.5357
GSM525795.txt	6	86479713	87229293	26	0.4072
GSM525795.txt	6	87245761	87493668	10	-0.5377
GSM525795.txt	6	87512757	87958136	50	0.3967
GSM525795.txt	6	87963607	88356060	51	-0.4717
GSM525795.txt	6	88366586	100591799	721	0.4182
GSM525795.txt	6	100620736	165720257	5005	-0.4668
GSM525795.txt	6	165725576	165730649	2	-2.6808
GSM525795.txt	6	165737635	171025492	493	-0.4669
GSM525795.txt	7	45159	97901808	7692	0.0923
GSM525795.txt	7	97905381	99035676	120	-0.3712
GSM525795.txt	7	99039806	100927257	286	0.214
GSM525795.txt	7	100938144	102097169	122	-0.34
GSM525795.txt	7	102101175	149364074	4171	0.0793
GSM525795.txt	7	149386040	150564603	119	-0.4034
GSM525795.txt	7	150573695	159118536	822	0.096
GSM525795.txt	8	73831	9565961	757	0.0108
GSM525795.txt	8	9572132	9572132	3	1.1062
GSM525795.txt	8	9583177	42746925	2760	0.1184
GSM525795.txt	8	42755476	43527935	56	1.0438
GSM525795.txt	8	46942985	128001897	5971	0.4781
GSM525795.txt	8	128039045	128089485	3	1.8724
GSM525795.txt	8	128130614	146294069	1512	0.4845
GSM525795.txt	9	163160	37797375	3013	0.064
GSM525795.txt	9	37807413	38224894	42	-1.2609
GSM525795.txt	9	38255168	141122084	6433	0.1196
